claim_number,prediction_prob,subrogation
1802432,0.17566986,0
6527459,0.16658102,0
7896415,0.14457624,0
8931924,0.26660308,0
1052342,0.21778849,0
8890242,0.09302612,0
9359148,0.025963632,0
4169369,0.14619975,0
5367096,0.023014957,0
8517040,0.014685891,0
9365700,0.02850927,0
8492644,0.045961086,0
2309306,0.1149069,0
7067572,0.034267284,0
7273483,0.04398499,0
6216463,0.032351468,0
7802697,0.27980947,1
3147335,0.009248825,0
3983668,0.2286427,0
3342496,0.30190277,1
5417903,0.23197976,0
3804125,0.12623616,0
1452560,0.31433237,1
8404903,0.14080903,0
7813853,0.028496707,0
6269374,0.39014703,1
7640632,0.17521219,0
1511774,0.6538607,1
3728716,0.04542607,0
6292058,0.71022785,1
8280922,0.19699016,0
8301912,0.036864683,0
8513824,0.038497906,0
1256310,0.3779851,1
5402335,0.08598444,0
6709815,0.23611861,0
3274835,0.41018108,1
6517308,0.007253453,0
5102210,0.02649965,0
5361719,0.051630896,0
6517462,0.031429265,0
4441543,0.5163908,1
9576198,0.049404923,0
6107554,0.393974,1
6552251,0.59715647,1
8747289,0.0099425325,0
7622817,0.53321296,1
2148178,0.14231196,0
2563824,0.011247095,0
5696384,0.013353652,0
8768212,0.008760812,0
6498788,0.03541284,0
2382623,0.07467432,0
4205657,0.6008958,1
9100808,0.0088634975,0
5187779,0.10807349,0
3521947,0.48144305,1
7490123,0.09563651,0
5538665,0.10013909,0
4200643,0.09408587,0
7466551,0.08226721,0
7264371,0.1807041,0
8623906,0.2536584,0
5900984,0.14858484,0
2253989,0.7741821,1
7638036,0.8238289,1
8403786,0.5194516,1
6536908,0.2435123,0
2002900,0.3342312,1
4493576,0.12570146,0
8210112,0.28633043,1
6654131,0.03836328,0
7729186,0.009120271,0
7692377,0.035804152,0
3490954,0.12386182,0
1332125,0.18092233,0
8565660,0.009325049,0
6872766,0.09465224,0
5694671,0.040936556,0
6208265,0.1676235,0
4669807,0.27980357,1
4078270,0.309339,1
2880040,0.13110441,0
2013996,0.35002548,1
3023997,0.312065,1
6039439,0.47725055,1
3783515,0.022613887,0
9129248,0.020376585,0
7491168,0.059544567,0
4992587,0.013383805,0
6701193,0.035304796,0
6774843,0.009129488,0
1619985,0.023489784,0
9126401,0.03109915,0
6766459,0.059368286,0
6610796,0.12018934,0
9232113,0.30989203,1
5526088,0.56918293,1
5944465,0.36175367,1
2309917,0.4729869,1
4815455,0.0074733444,0
3429889,0.01248416,0
6916335,0.007937397,0
3437047,0.26216957,0
7230604,0.25181362,0
2370583,0.12474599,0
9271813,0.31203064,1
2021333,0.5389844,1
9150564,0.03334915,0
4814525,0.05799629,0
4727046,0.16085523,0
8519020,0.22778869,0
5619619,0.0060293404,0
8851042,0.16763729,0
3654583,0.011343234,0
9732439,0.024862176,0
5617605,0.06946285,0
7511987,0.3677076,1
1518370,0.14598039,0
8648754,0.033987507,0
2294500,0.3380962,1
6110237,0.53376555,1
6015622,0.16523793,0
1858382,0.43009388,1
6178271,0.014778089,0
3261423,0.033317477,0
8338251,0.20265968,0
9778202,0.010966634,0
7115575,0.0723499,0
3110467,0.6129772,1
2359417,0.18931545,0
6235610,0.08350914,0
8861832,0.0766185,0
9606176,0.025333777,0
5234760,0.39993265,1
3327537,0.032781664,0
1530125,0.24108726,0
6358195,0.01827985,0
6394393,0.1241758,0
1408501,0.028399881,0
2577686,0.022076841,0
3062460,0.74088025,1
2554660,0.044531096,0
5522952,0.04777547,0
5706893,0.0491904,0
3300927,0.31189215,1
3263971,0.01977144,0
1729671,0.03648412,0
3509307,0.19691601,0
1722990,0.17271662,0
3856163,0.37405798,1
7999043,0.1820749,0
3389948,0.30348632,1
8945815,0.37408477,1
5479167,0.0071047787,0
9057262,0.052825402,0
5417741,0.008315047,0
7245256,0.2703204,1
2025332,0.39365485,1
8971629,0.016762746,0
2662552,0.674002,1
4166880,0.040989645,0
4872801,0.0494869,0
3938149,0.008649079,0
6794848,0.19333419,0
1416450,0.3695807,1
3866106,0.013844398,0
4153323,0.012601195,0
3793546,0.09160338,0
6343387,0.0074828966,0
6787304,0.46959877,1
5646686,0.012844228,0
6442297,0.36912823,1
5198972,0.005351829,0
8123853,0.0103789065,0
2273099,0.16863236,0
7122492,0.16618331,0
4725225,0.14104532,0
4850644,0.05182325,0
9460700,0.09657497,0
4877238,0.024819883,0
2126518,0.4696483,1
4130967,0.0102025615,0
5332866,0.028678626,0
2913505,0.06898135,0
4687116,0.11206994,0
9079999,0.0056800516,0
1864799,0.07584579,0
5905615,0.0059926216,0
9225754,0.028947352,0
9590221,0.023884727,0
4226735,0.44118705,1
3135163,0.013134553,0
7791869,0.1304695,0
2599406,0.019984936,0
9474855,0.04332302,0
9327381,0.06192418,0
5134802,0.5024573,1
4534006,0.36957288,1
1227639,0.04422191,0
5988828,0.2810808,1
8699079,0.1748347,0
9574271,0.18690996,0
9494451,0.14347374,0
3407504,0.019030789,0
1700997,0.0565784,0
3761185,0.02058817,0
7068896,0.028997213,0
7267443,0.2827461,1
6767252,0.012837338,0
1435690,0.18545377,0
4389151,0.11264507,0
2645305,0.18573962,0
3344950,0.21234488,0
6201093,0.03453578,0
6800270,0.033000886,0
1860076,0.39137462,1
4201283,0.0914761,0
9045476,0.6734989,1
2526108,0.39037335,1
5800903,0.028874189,0
7474288,0.46302366,1
6037041,0.065346345,0
4093004,0.2995836,1
4915958,0.08956337,0
2311919,0.322771,1
4077950,0.36577824,1
4365496,0.03592956,0
9397839,0.12918234,0
4825221,0.38668,1
9097478,0.23705767,0
7937230,0.16699693,0
6300059,0.056622323,0
7579392,0.4607004,1
6195006,0.45716557,1
2717627,0.090528145,0
8629878,0.056486186,0
4722465,0.13496354,0
1255453,0.20254973,0
9540530,0.017578892,0
1385991,0.4006043,1
2189621,0.030276988,0
5751623,0.51059175,1
6718610,0.38030052,1
4855394,0.024256684,0
1721392,0.3806395,1
2144074,0.43600222,1
5642635,0.13500784,0
2263444,0.017772721,0
8942775,0.15460753,0
8499233,0.5198499,1
7103047,0.019236296,0
8521315,0.01268752,0
8160443,0.34826156,1
7631164,0.21314643,0
5526798,0.29791054,1
4215426,0.1801517,0
6639999,0.5560319,1
4760871,0.09105504,0
9829818,0.012254237,0
1949800,0.6723344,1
8810173,0.22379445,0
2964080,0.11098653,0
5057928,0.44010374,1
9487331,0.12091652,0
6937376,0.3467578,1
8219981,0.007590308,0
5161249,0.019288918,0
8594023,0.18323527,0
7385888,0.0077763447,0
2291252,0.26229662,0
1374900,0.2572314,0
7171412,0.34626293,1
4749112,0.015566524,0
7170973,0.018523889,0
6810094,0.20720106,0
7577710,0.014872659,0
6669958,0.08910721,0
3593160,0.31111565,1
5215569,0.2091664,0
3643597,0.5529308,1
1106544,0.06949872,0
4259585,0.07988093,0
7323041,0.64059794,1
4276843,0.5424376,1
9170827,0.15108724,0
7430588,0.4428252,1
4106853,0.016893446,0
2436547,0.54836386,1
7963022,0.023540664,0
5568393,0.20739543,0
8715918,0.28671074,1
7130485,0.03409554,0
8974470,0.52425426,1
9591724,0.06509753,0
6844747,0.016725315,0
2171947,0.15649754,0
5237334,0.25615835,0
2859567,0.018834667,0
2071487,0.20473833,0
2574201,0.3806117,1
9281339,0.070164524,0
8948210,0.16097865,0
7460947,0.023592846,0
7356010,0.008960141,0
6475882,0.18602672,0
5289210,0.24419998,0
3992352,0.08778445,0
2412203,0.23052801,0
6049337,0.023169573,0
3486999,0.36083433,1
6862986,0.4134413,1
7662784,0.013119172,0
7403417,0.40512016,1
2021021,0.193151,0
8124311,0.4823826,1
2300352,0.014843539,0
2289779,0.03080365,0
2895102,0.015808351,0
5025205,0.0057691233,0
5161388,0.15480529,0
8963518,0.073758125,0
4239364,0.008148268,0
6024369,0.4969545,1
8225045,0.0078637125,0
1705152,0.22372653,0
6214356,0.32937223,1
1130785,0.21422142,0
2819036,0.020583022,0
5635644,0.02875209,0
4810460,0.35205647,1
6135857,0.008148688,0
6878563,0.52174616,1
4116834,0.5534745,1
8726764,0.035533406,0
7859835,0.041046806,0
8668149,0.012677179,0
3269271,0.37272668,1
6111613,0.060218025,0
8950131,0.08327754,0
9094677,0.02040812,0
5757653,0.027140202,0
8175331,0.023559075,0
4064566,0.013302741,0
7758717,0.021220624,0
8230907,0.28673047,1
7961428,0.091419935,0
7694879,0.36903375,1
9324105,0.016708605,0
1445103,0.03396167,0
2096649,0.034531053,0
6306445,0.2952198,1
6929988,0.33367845,1
7997886,0.058635212,0
8324300,0.1805365,0
1912957,0.24841386,0
2176438,0.016661149,0
6065078,0.790873,1
1629620,0.023398252,0
7023208,0.06270856,0
4238444,0.056949582,0
6888961,0.09452877,0
3375847,0.06667277,0
6010419,0.29644498,1
6967599,0.44333985,1
4323944,0.0533771,0
2239369,0.035936475,0
3252049,0.6728023,1
7358434,0.09931549,0
6277047,0.18152998,0
6005156,0.54398733,1
5471171,0.06638873,0
9393674,0.054257106,0
9815561,0.08732994,0
8844129,0.06923511,0
5882209,0.13032511,0
6190987,0.41950366,1
9128255,0.006659496,0
8850911,0.13651697,0
6061552,0.2868588,1
4071873,0.7286505,1
9973945,0.09416021,0
7219130,0.3436899,1
1210381,0.045840584,0
1957752,0.09861584,0
3933266,0.027116355,0
8054003,0.17192464,0
7249419,0.33226642,1
7094541,0.09603663,0
4367515,0.01404965,0
1551144,0.18084064,0
2661615,0.31441653,1
3966086,0.07775283,0
7831838,0.25374532,0
6850835,0.20344068,0
3605784,0.51861966,1
8548827,0.09344864,0
5533090,0.03124521,0
1004218,0.023628231,0
6604752,0.017501626,0
6570476,0.76003075,1
5667063,0.08842063,0
7884283,0.050768163,0
2014973,0.20261332,0
9910932,0.09359982,0
6032228,0.28065705,1
6894844,0.0759132,0
7048648,0.16565259,0
9117365,0.017039318,0
3048400,0.024140565,0
1169731,0.3418991,1
4121332,0.020398365,0
4106706,0.03814314,0
1605169,0.30094424,1
9408238,0.19437753,0
9948887,0.040553074,0
4485495,0.45595255,1
7173568,0.23574096,0
3072625,0.6301387,1
7453561,0.050239306,0
3192002,0.025452873,0
3439608,0.23495117,0
2329804,0.640038,1
7214248,0.40309146,1
2232159,0.49749693,1
9930214,0.012265256,0
9786650,0.07433989,0
5637392,0.1992101,0
2019324,0.117591105,0
4150298,0.028904568,0
1019442,0.09998494,0
6473359,0.26776445,0
4650754,0.03995339,0
1750044,0.24272081,0
4933402,0.48850724,1
5866864,0.25609687,0
2177847,0.38170108,1
1481956,0.015835028,0
5595022,0.032209646,0
4864275,0.39920068,1
6329964,0.123562984,0
4209687,0.2548302,0
4632297,0.35683626,1
8478934,0.13427906,0
1199295,0.015668876,0
5181004,0.24021204,0
2520482,0.06585906,0
5899161,0.040409345,0
1810706,0.14688934,0
6818759,0.010350753,0
3652500,0.02314444,0
7134635,0.019712143,0
3164297,0.040715016,0
6723056,0.0093866335,0
5651743,0.20273927,0
2129470,0.11533672,0
9247094,0.053709574,0
1170589,0.0047497936,0
2951415,0.011506365,0
2388185,0.36003956,1
7951229,0.044503987,0
5350393,0.0074047064,0
7093355,0.046170585,0
4818073,0.23954491,0
9861359,0.024389347,0
5659253,0.016768925,0
2463805,0.01318099,0
2642381,0.012792981,0
4002215,0.053874202,0
3715506,0.039772917,0
1850304,0.06745117,0
8014864,0.2471594,0
9317444,0.5643434,1
7486154,0.12683229,0
3647490,0.04218407,0
7425827,0.58393955,1
5990729,0.44225016,1
7257758,0.2386368,0
9943439,0.16637646,0
8648214,0.044158056,0
4505788,0.061319605,0
7994226,0.627129,1
8940453,0.020275002,0
7136376,0.07392785,0
5785653,0.15933968,0
8928287,0.11929366,0
1856110,0.2194628,0
8405895,0.64994633,1
5487026,0.34453106,1
7797671,0.1923356,0
2186663,0.36991674,1
6293210,0.5075652,1
1595899,0.02456555,0
6053524,0.011077409,0
5570892,0.52188045,1
1911485,0.11451204,0
9510203,0.26022336,0
9673323,0.011808758,0
5391368,0.71003646,1
7479492,0.34294614,1
2124671,0.408553,1
5709117,0.075186186,0
7337774,0.56322694,1
5642657,0.03924567,0
6284833,0.28481022,1
8699210,0.4245111,1
6817202,0.04277828,0
2543996,0.08526646,0
7055786,0.009224929,0
2478453,0.06381323,0
1974524,0.08943022,0
8060722,0.5137332,1
1407816,0.1486228,0
5382346,0.018887166,0
2529632,0.031469498,0
8292082,0.01471599,0
2287545,0.6780373,1
8814970,0.04301267,0
1022733,0.12694834,0
9998260,0.040825542,0
4050788,0.015250104,0
7310149,0.021075178,0
2626297,0.44298255,1
1169669,0.3057308,1
7244424,0.22509804,0
7548356,0.077885516,0
5859426,0.17178054,0
6589047,0.22110121,0
7909329,0.28536776,1
1384766,0.010309459,0
5879847,0.16026917,0
2493814,0.009821988,0
1332344,0.4784289,1
4186581,0.034299277,0
9116812,0.009340364,0
7724058,0.008738872,0
6556062,0.12580097,0
7678992,0.23811099,0
6356228,0.42104182,1
5235777,0.02511117,0
8906455,0.13125032,0
1407593,0.05045,0
5075968,0.2712132,1
5094845,0.035537638,0
2266128,0.13750474,0
5618246,0.18180947,0
2882348,0.04423187,0
7623855,0.5157766,1
2534863,0.7391284,1
9923056,0.26347446,0
6010653,0.028775383,0
7256059,0.017557742,0
6952537,0.47447747,1
3522006,0.020176366,0
7955013,0.014021414,0
7254786,0.01818077,0
3226902,0.021262798,0
7122622,0.43162787,1
3978196,0.3540981,1
2940551,0.009663907,0
9917379,0.43025863,1
7882251,0.024965446,0
9709158,0.0865812,0
4955649,0.01557273,0
3160154,0.038362894,0
3426308,0.20784192,0
2594621,0.085028365,0
4986899,0.015071671,0
8009338,0.5586647,1
8154089,0.76403373,1
4097173,0.083645,0
8036333,0.02644548,0
7403751,0.8053873,1
8768572,0.095238656,0
3805597,0.39570725,1
6154884,0.008761102,0
1695910,0.08203026,0
8631707,0.0043272823,0
7475029,0.143139,0
9230257,0.6646672,1
6351901,0.07558257,0
5652191,0.09290537,0
1280257,0.62886393,1
8927961,0.40619338,1
2087406,0.38112432,1
4189246,0.46296534,1
8422442,0.27824938,1
3624932,0.65062106,1
3270153,0.08873519,0
7137049,0.1523744,0
9131718,0.0784996,0
8701575,0.021083837,0
8867514,0.03902565,0
9048088,0.04320925,0
2194881,0.24007432,0
8128914,0.5229519,1
5661877,0.3415174,1
9279471,0.059939794,0
5244127,0.022311235,0
4851914,0.11639649,0
2269426,0.31473157,1
3188560,0.13799845,0
5692450,0.1554081,0
4811896,0.01419296,0
8508251,0.44045556,1
6801488,0.35975528,1
1054205,0.027257646,0
8644499,0.036755502,0
4084340,0.13249648,0
5940055,0.07659752,0
2334163,0.054837137,0
7979160,0.585046,1
8102631,0.04046801,0
9430656,0.06546525,0
2135838,0.41653407,1
8196798,0.096523486,0
3830190,0.08037042,0
4431785,0.20141901,0
6479359,0.2029442,0
5595251,0.31607875,1
9788518,0.57824355,1
3094743,0.40031105,1
3897992,0.5170005,1
9984366,0.10618606,0
8569289,0.33450088,1
7214718,0.16287173,0
6959118,0.009466557,0
4031307,0.13552918,0
7795233,0.20809476,0
6716715,0.005441876,0
6920115,0.63214356,1
4284254,0.022439536,0
1177741,0.011999898,0
7440361,0.6907356,1
4574700,0.02746694,0
1863801,0.0428233,0
6415372,0.3623398,1
5858336,0.01124182,0
7576898,0.05403249,0
1460200,0.38551626,1
2507089,0.19794881,0
5432946,0.28290284,1
8049782,0.15128455,0
8089376,0.029112423,0
8324616,0.038271405,0
9840861,0.053519003,0
9292475,0.4964751,1
9566237,0.19843908,0
8980986,0.007465914,0
5581455,0.13280185,0
4063637,0.014621233,0
1955029,0.6987154,1
3699628,0.041296426,0
6137109,0.050967876,0
8581895,0.4503615,1
6318665,0.51690245,1
3237083,0.08731548,0
2536420,0.18176587,0
2784856,0.090991326,0
4537571,0.22704609,0
1219110,0.076832436,0
8388385,0.011042861,0
6823917,0.004981556,0
3482790,0.017913736,0
4290222,0.018233247,0
9867297,0.07655417,0
4910874,0.675423,1
4687882,0.2989151,1
5601187,0.03827738,0
5850256,0.71149266,1
3354012,0.025807315,0
6933018,0.37015635,1
5633656,0.32759818,1
6507041,0.7357734,1
2586548,0.6082734,1
3592679,0.18820523,0
7482132,0.7242958,1
7891622,0.71631527,1
3191914,0.5598321,1
7255200,0.38821715,1
9018623,0.23396136,0
8641835,0.05267766,0
5345660,0.1382617,0
5396980,0.6930448,1
7087047,0.017462132,0
7490521,0.09574394,0
5122233,0.021643491,0
1959968,0.54074913,1
3157880,0.45706484,1
7782923,0.13713324,0
9376750,0.0878216,0
5930699,0.090334274,0
2278851,0.07112357,0
3447510,0.6986898,1
9118900,0.13605216,0
8515965,0.34213093,1
8718319,0.13142823,0
3748881,0.032919727,0
2984365,0.076531425,0
8295676,0.28634804,1
6284214,0.43372843,1
5687211,0.29624623,1
8187125,0.48454982,1
9160224,0.0072196177,0
2670799,0.013617165,0
6518757,0.44215202,1
1334665,0.20110536,0
1943242,0.15795496,0
3459996,0.0057806517,0
6173451,0.04580762,0
9956290,0.4264796,1
7262931,0.0794203,0
6044986,0.28596342,1
1143485,0.015823744,0
3174860,0.17829415,0
1736378,0.33470866,1
7106055,0.11610476,0
8621001,0.031846173,0
6953696,0.26001218,0
6577209,0.3133232,1
1622343,0.014107352,0
9917666,0.02357002,0
1004603,0.46765774,1
7274859,0.14370444,0
4662174,0.33894894,1
4967232,0.0060933847,0
1158639,0.00808954,0
3321635,0.1937039,0
8152321,0.34456316,1
2927193,0.023566261,0
8743804,0.039184038,0
9357790,0.04781631,0
8089320,0.015935827,0
6965360,0.025401002,0
9791867,0.05035965,0
5683170,0.077982955,0
1327558,0.058853097,0
6628673,0.6625013,1
3844266,0.47370288,1
1315155,0.023271907,0
1359137,0.015532547,0
7230449,0.66043484,1
3750811,0.48540926,1
6501066,0.2211034,0
6562391,0.17166288,0
1055638,0.030544171,0
5642064,0.16251272,0
1496232,0.2491245,0
3226206,0.3105324,1
1602116,0.02090781,0
5520643,0.29210523,1
8760002,0.07796567,0
3196016,0.3507865,1
2996245,0.009434667,0
2686911,0.09898641,0
3350299,0.48486587,1
1528819,0.28618708,1
8187916,0.023308586,0
6696798,0.015164896,0
8163907,0.22845301,0
9084361,0.08726761,0
4177455,0.037246164,0
5264892,0.006149488,0
9331784,0.012642217,0
9165391,0.021058077,0
7495083,0.053490005,0
4239998,0.059421673,0
3744035,0.07530573,0
4708791,0.005668169,0
1329380,0.49773,1
5695243,0.82697064,1
7603623,0.04413007,0
9277532,0.76854813,1
8147069,0.3428059,1
7388923,0.49017793,1
9856471,0.35168487,1
9339578,0.03638994,0
4168136,0.110072136,0
7463584,0.006492307,0
2468906,0.19373447,0
6444862,0.21945882,0
2322808,0.46827754,1
5442004,0.094491266,0
9588988,0.15380457,0
3040760,0.1049174,0
7216983,0.21252124,0
3217909,0.16741295,0
5272826,0.3224494,1
2768921,0.103768446,0
1267412,0.007524809,0
8344930,0.109627746,0
9084012,0.09141371,0
5519073,0.05609041,0
7851209,0.54366314,1
1104437,0.053642895,0
6743671,0.10084948,0
1379040,0.61853194,1
4777218,0.11161293,0
4014390,0.11353351,0
7063705,0.3423835,1
1862777,0.08122432,0
9510271,0.36329475,1
5611425,0.030159181,0
5350049,0.26827356,0
7397544,0.14411318,0
7299910,0.02079603,0
6336583,0.0074039605,0
3355150,0.010581202,0
1227680,0.5039782,1
9340135,0.215957,0
3610335,0.41315797,1
3676735,0.110617675,0
4447292,0.0906829,0
6043066,0.18895671,0
2401817,0.078870095,0
7658225,0.05442018,0
7359118,0.38618392,1
7286890,0.6065474,1
8469544,0.012276554,0
1439268,0.018390996,0
8575076,0.7540334,1
8048821,0.23490943,0
6494965,0.031325683,0
8658684,0.010667221,0
1776986,0.28066048,1
8116251,0.060786914,0
6425957,0.57949835,1
1204807,0.0072329314,0
4973108,0.114993416,0
1665557,0.10096326,0
2144643,0.0269,0
3190346,0.14363375,0
2834385,0.18477368,0
7211391,0.036086664,0
7708506,0.008045839,0
2008139,0.6221968,1
7379410,0.06053632,0
1161206,0.24757884,0
6528708,0.24129602,0
8740591,0.08278885,0
6938748,0.33679304,1
7184641,0.47284907,1
3518239,0.51622415,1
3887647,0.10842223,0
2456681,0.029692132,0
2895047,0.00975201,0
2074998,0.0084075695,0
8563395,0.6875418,1
7071468,0.02663054,0
8456325,0.27165732,1
9862576,0.009079188,0
8042988,0.3841279,1
5082785,0.073732935,0
5774891,0.4558546,1
3792637,0.02094607,0
9139391,0.057193525,0
7168255,0.032946326,0
3148544,0.25692335,0
7471372,0.010886789,0
4238795,0.48365593,1
5049741,0.3874107,1
5588469,0.69225156,1
2437214,0.2433708,0
7989568,0.12678994,0
3111159,0.3009437,1
3891584,0.09571498,0
5133562,0.027392652,0
2127091,0.035775743,0
2908466,0.19870265,0
8349094,0.09463477,0
1570861,0.27720106,1
9282445,0.09528604,0
2074813,0.07061791,0
9158995,0.32241783,1
5343250,0.23896004,0
8485416,0.07228444,0
3907561,0.3914005,1
3513782,0.5969303,1
6205735,0.61367804,1
1512778,0.28839585,1
5616372,0.45780897,1
8825107,0.062212653,0
8099522,0.06830607,0
7525268,0.032008197,0
7591196,0.012783182,0
9084814,0.06398394,0
4573377,0.004859188,0
1272878,0.10674464,0
3243919,0.010512467,0
9311703,0.6777299,1
7988786,0.030169602,0
1583535,0.32375032,1
1418058,0.025361393,0
4376764,0.12902923,0
4083622,0.031797957,0
5236177,0.065701365,0
4322087,0.51858896,1
2910453,0.015345046,0
2133541,0.564268,1
9400151,0.046799477,0
5487033,0.03947648,0
6809937,0.26900345,0
1176303,0.106875725,0
6905398,0.037358847,0
3827036,0.20781702,0
8016803,0.57086563,1
4216119,0.22290803,0
1010741,0.13724297,0
1494646,0.12764819,0
7121770,0.08639518,0
2713566,0.1274217,0
4642327,0.43103445,1
4031976,0.22075759,0
2851380,0.37733206,1
7216048,0.2754492,1
9822978,0.02846182,0
5480023,0.022202209,0
4071265,0.25586492,0
7281545,0.027619379,0
3416754,0.023675442,0
9523831,0.13659519,0
5305844,0.0812194,0
7887953,0.011065995,0
6262453,0.017003719,0
2080429,0.44371548,1
7129666,0.01329467,0
7361629,0.22235265,0
7338327,0.024070814,0
1884315,0.029720083,0
2800845,0.15724921,0
3462009,0.26285157,0
5385904,0.48392045,1
9302438,0.22311576,0
6936905,0.30652565,1
3391004,0.22921668,0
4754130,0.10147755,0
6933385,0.010106818,0
1030140,0.08550419,0
6225370,0.128778,0
7028614,0.5806251,1
1076927,0.038290247,0
7297833,0.70762295,1
8614575,0.13809533,0
1194300,0.57438654,1
2582467,0.08651438,0
6845745,0.08670616,0
6146072,0.09099505,0
9549547,0.06160272,0
8204308,0.2141922,0
8105838,0.1420743,0
4397508,0.20231219,0
3858174,0.0061924765,0
8482722,0.012591166,0
7950565,0.3796467,1
5871496,0.17556268,0
5973676,0.73972684,1
7885668,0.02722857,0
8127165,0.04447863,0
7819451,0.22527885,0
3331024,0.22233786,0
6032813,0.056433983,0
6421307,0.027002929,0
1991370,0.34138632,1
2612000,0.053830117,0
5618952,0.33701134,1
9455574,0.7298162,1
5863299,0.00806463,0
8299603,0.3133747,1
3465610,0.01140195,0
8290848,0.06783989,0
3058006,0.6277434,1
3965545,0.20803094,0
2029208,0.16890797,0
5545271,0.06303179,0
6450795,0.05686775,0
7808521,0.5534,1
8096346,0.23265405,0
3907199,0.077166446,0
7679086,0.18393011,0
5655110,0.21756016,0
5787767,0.25856766,0
9114158,0.77300835,1
2881727,0.01680423,0
4447399,0.04118757,0
2502765,0.017356224,0
1353440,0.057258084,0
4325939,0.39334428,1
6255786,0.3822951,1
7411481,0.019103827,0
1479815,0.021782512,0
9417509,0.1611462,0
4694865,0.38382807,1
4928489,0.5760442,1
6370479,0.13097098,0
9337937,0.01477037,0
8347367,0.21563308,0
6816032,0.39459282,1
5436781,0.11276776,0
5139464,0.27726206,1
1905194,0.042153504,0
2215452,0.26636857,0
5681805,0.16999058,0
3413063,0.09055317,0
9727986,0.05825746,0
2533329,0.33682072,1
5109141,0.01911769,0
1800824,0.030164454,0
3616101,0.027939877,0
3853826,0.031771265,0
4310931,0.13585356,0
5833113,0.46753144,1
5305985,0.009266411,0
6828852,0.03291604,0
4746966,0.052839942,0
2173809,0.28225347,1
6857779,0.16051419,0
8336763,0.6115499,1
2260173,0.19144349,0
3153602,0.06843461,0
2773116,0.3943789,1
8353185,0.035641868,0
9674565,0.02115547,0
3662007,0.0433722,0
5496826,0.5895774,1
5994777,0.17303379,0
7178052,0.12114367,0
4458491,0.24338278,0
6325486,0.15703714,0
4885681,0.042588446,0
7750403,0.029799977,0
1032098,0.16998944,0
9882306,0.32533982,1
5496568,0.59621286,1
7587785,0.20233375,0
7661374,0.23689988,0
2821237,0.06026054,0
4536225,0.05210103,0
1289200,0.1584948,0
1761644,0.069236174,0
8948942,0.007735348,0
9171708,0.010333817,0
4287076,0.16990371,0
4508294,0.021801302,0
1277638,0.1397397,0
5459916,0.53152084,1
5790916,0.07524756,0
5659889,0.41990742,1
9350884,0.5992212,1
8870746,0.734259,1
4369498,0.73472196,1
3570335,0.7552543,1
7583113,0.4144484,1
2074255,0.024625793,0
9800123,0.25213197,0
1937461,0.026559506,0
1438235,0.00947324,0
8123044,0.05759658,0
1628493,0.1895163,0
8349415,0.53917634,1
4549146,0.18776238,0
1434151,0.40831378,1
9080910,0.18073514,0
3910042,0.50463134,1
5889116,0.20691448,0
6444849,0.3449593,1
3456238,0.06969186,0
1402519,0.027645232,0
6265985,0.30549306,1
7928133,0.5778398,1
4876232,0.24404499,0
2965600,0.026700713,0
3079529,0.11239175,0
2249411,0.2815956,1
6688453,0.41098836,1
6915462,0.09580696,0
6966231,0.1765639,0
3667214,0.035978235,0
5113944,0.11104028,0
8753680,0.006522382,0
4532521,0.37008077,1
1816832,0.0063737244,0
8909989,0.17070702,0
3608796,0.030537197,0
6953202,0.009899807,0
9341608,0.18651316,0
2066971,0.5752737,1
3272995,0.26683757,0
7500961,0.6654027,1
4717867,0.4687373,1
9997916,0.46520117,1
5332381,0.08628531,0
6594194,0.00632492,0
7047813,0.018344805,0
9042821,0.014355424,0
1993681,0.034663558,0
9273574,0.043773796,0
6122096,0.15226005,0
5171352,0.018765764,0
1818114,0.013091728,0
7520570,0.33624652,1
2443563,0.064064704,0
6129450,0.5961585,1
7928537,0.04890187,0
2668782,0.021375794,0
4056506,0.052446976,0
6905578,0.0624917,0
1529664,0.042202465,0
9049055,0.052693155,0
4555276,0.14925744,0
9623018,0.04978,0
5353108,0.22706865,0
4565007,0.5690439,1
1811377,0.035368636,0
4645902,0.035856366,0
9901793,0.010113504,0
3761100,0.13992706,0
6928930,0.025385452,0
5900020,0.4678314,1
5093319,0.6389187,1
8706793,0.13166942,0
1170920,0.02377139,0
2181561,0.7198856,1
9246125,0.41283852,1
9283657,0.36388865,1
6651529,0.5438715,1
6999187,0.02303363,0
6711299,0.026551316,0
3574141,0.12937778,0
9921666,0.23947021,0
4531576,0.026354153,0
5572945,0.0055795205,0
8879029,0.019791804,0
1606984,0.22338298,0
3342409,0.4612637,1
5111469,0.15111247,0
5438690,0.4202077,1
5290001,0.08679985,0
4405160,0.4406263,1
9238121,0.081892684,0
9647416,0.33365306,1
7882950,0.013215924,0
4895297,0.27854642,1
1605956,0.5346372,1
2690024,0.2518964,0
2033591,0.5136312,1
8134327,0.11080144,0
8735534,0.28752404,1
2912888,0.48007742,1
9456387,0.04576026,0
2556153,0.10345762,0
6922298,0.030580528,0
3256031,0.033115707,0
3167238,0.5149486,1
2671973,0.017016556,0
3721833,0.012557454,0
5340655,0.06820167,0
2692831,0.01929698,0
1539414,0.009334079,0
4707379,0.053372674,0
9389782,0.39343897,1
3504303,0.46399066,1
2493885,0.031528924,0
2219283,0.03415355,0
5055206,0.38069144,1
9624626,0.07866892,0
